sample_key,sample_name,condition_code,side_pressure_mpa,axial_pressure_mpa,thickness_um,thickness_mm,n_points,neg_count,poisson_valid_count,q_min,q_max,i_min,i_max,alpha,C,D,score,R_hs,eta,background,powerlaw_amp,porosity_pct,partial_porosity_pct,pore_vol_mm3,partial_pore_vol_mm3,porosity_ratio_vs_global_0_0.1,pore_vol_ratio_vs_global_0_0.1,porosity_ratio_vs_side_group_baseline,pore_vol_ratio_vs_side_group_baseline,output_dir,source_file
1.1_8,TH6-8-1.1,08-1.1,1.1,8.0,711.2,0.7112,450,0,450,0.0002628799999999999,0.7062048,0.015073895454406738,2142702.540567399,1e-06,240.3895737933607,480.7791475867214,-2349.6511604830575,4152.850103050385,0.08421052631578947,0.048171440414577923,1.8934733969344948e-14,12.009646973999773,8.854542893220211,0.8541260927908639,0.6297350905658213,nan,nan,1.0,1.0,D:\OneDrive\0 paper\c Zhang Tao poroelasticity\Data\PSD_parallel_20260306_160522b\job_10_1.1_8\01_1.1_8_TH6-8-1.1,D:\OneDrive\0 paper\c Zhang Tao poroelasticity\Data\1.1_8拼接后_IQ_Normed_OnlyCell_TH6-8-1.1_6_10.5A_12.75m_处理后.dat
