q_A^-1,intensity,sigma,intensity_fit
4.162135842571251798e-02,2.348007202148437500e+00,8.946080070780301763e-02,2.390334064523076840e+00
4.235977133955526330e-02,2.214347839355468750e+00,8.894763700574766230e-02,2.208894740306837967e+00
4.311128458582235562e-02,2.089111328125000000e+00,8.856081288089558134e-02,1.901102948622932054e+00
4.387613058015331358e-02,1.972129821777343750e+00,8.825877756011721309e-02,2.016622828382746313e+00
4.465454586152050459e-02,1.863037109375000000e+00,8.828038578116814694e-02,1.971136650591851947e+00
4.544677116538175382e-02,1.761512756347656250e+00,8.832358636402354302e-02,1.807238769900234798e+00
4.625305149813135897e-02,1.667358398437500000e+00,8.856081288089558134e-02,1.662203847986820193e+00
4.707363621287134064e-02,1.579986572265625000e+00,8.896907792133104675e-02,1.448362661660694162e+00
4.790877908652738798e-02,1.499114990234375000e+00,8.943947767074461597e-02,1.523096059950847181e+00
4.875873839833294587e-02,1.424232482910156250e+00,8.984375000000000000e-02,1.502994975510445030e+00
4.962377700970524441e-02,1.354835510253906250e+00,9.035182426734669758e-02,1.395368381906869848e+00
5.050416244553912470e-02,1.290428161621093750e+00,9.070998843541501488e-02,1.283295467613526863e+00
5.140016697694234360e-02,1.230484008789062500e+00,9.092001415865141878e-02,1.146568550666022812e+00
5.231206770543948142e-02,1.174461364746093750e+00,9.092001415865141878e-02,1.187824016282476247e+00
5.324014664866900948e-02,1.121871948242187500e+00,9.096196111089857594e-02,1.176585701161933173e+00
5.418469082760118960e-02,1.072174072265625000e+00,9.073101288544480059e-02,1.100854946278674973e+00
5.514599235530336097e-02,1.024978637695312500e+00,9.028847133848609541e-02,1.014493882113317369e+00
5.612434852727950924e-02,9.798507690429687500e-01,8.973753912234486152e-02,9.287452247069313271e-01
5.712006191341329614e-02,9.363555908203125000e-01,8.909761506216440363e-02,9.396296138213033888e-01
5.813344045154151402e-02,8.942413330078125000e-01,8.838834764831844659e-02,9.265938890551611573e-01
5.916479754268844093e-02,8.532409667968750000e-01,8.760805270314767079e-02,8.644162082193562746e-01
6.021445214798896300e-02,8.130950927734375000e-01,8.677679645126196162e-02,7.968954050259071664e-01
6.128272888733177215e-02,7.737960815429687500e-01,8.604840145277613261e-02,7.415961061181062242e-01
6.236995813975267089e-02,7.351837158203125000e-01,8.533614169903702695e-02,7.303453620588875594e-01
6.347647614560830709e-02,6.972579956054687500e-01,8.479802088317348052e-02,7.147729231904162983e-01
6.460262511056358292e-02,6.600875854492187500e-01,8.412052916936729741e-02,6.597102017626794712e-01
6.574875331142288060e-02,6.237716674804687500e-01,8.357458162240104238e-02,6.078656755360498654e-01
6.691521520383963972e-02,5.883560180664062500e-01,8.323154590883795334e-02,5.712492064118210866e-01
6.810237153193672566e-02,5.540695190429687500e-01,8.281802752778980037e-02,5.487213052924488910e-01
6.931058943987097876e-02,5.209732055664062500e-01,8.258740043697646027e-02,5.359624546256696043e-01
7.054024258537801295e-02,4.893722534179687500e-01,8.230979494416201803e-02,4.904902344236100054e-01
7.179171125533045927e-02,4.592590332031250000e-01,8.214742517505113639e-02,4.537640775299389140e-01
7.306538248334727703e-02,4.309844970703125000e-01,8.205449819375001952e-02,4.304231760483563929e-01
7.436165016948875772e-02,4.045104980468750000e-01,8.184502671780063965e-02,4.055122849313013145e-01
7.568091520207553824e-02,3.800506591796875000e-01,8.182171900645864027e-02,3.988166643035691572e-01
7.702358558166907954e-02,3.576507568359375000e-01,8.170508071621832014e-02,3.652904239269845754e-01
7.839007654725076157e-02,3.372497558593750000e-01,8.149471111337916462e-02,3.426930192562408495e-01
7.978081070464078384e-02,3.189315795898437500e-01,8.147130318208675726e-02,3.290905208325509701e-01
8.119621815719411939e-02,3.026199340820312500e-01,8.154150681698477121e-02,3.065857163675005381e-01
8.263673663881643261e-02,2.882080078125000000e-01,8.135416249866612992e-02,3.055147751520572719e-01
8.410281164933861020e-02,2.756500244140625000e-01,8.121337064957730167e-02,2.821902523980734934e-01
8.559489659229392589e-02,2.646331787109375000e-01,8.118988160479112537e-02,2.702886497638490870e-01
8.711345291513943045e-02,2.550506591796875000e-01,8.104880437986886066e-02,2.634282476143708918e-01
8.865895025196418588e-02,2.467803955078125000e-01,8.102526762770133339e-02,2.438817785222908707e-01
9.023186656873073697e-02,2.394866943359375000e-01,8.095461631274494807e-02,2.462317479854794211e-01
9.183268831109187014e-02,2.330703735351562500e-01,8.093105216836195270e-02,2.299444246361620203e-01
9.346191055483081545e-02,2.271728515625000000e-01,8.083672690068310906e-02,2.239839206907988656e-01
9.512003715897038303e-02,2.216873168945312500e-01,8.086031853314239182e-02,2.205856537858200961e-01
9.680758092159756634e-02,2.164001464843750000e-01,8.088390328456505907e-02,2.036803343897823082e-01
9.852506373845401622e-02,2.111663818359375000e-01,8.090748116096867226e-02,2.060852154487385068e-01
1.002730167643385711e-01,2.058792114257812500e-01,8.093105216836195270e-02,1.941949169824077615e-01
1.020519805773749122e-01,2.003479003906250000e-01,8.097817360010890753e-02,1.900602684975286061e-01
1.038625053461919162e-01,1.945343017578125000e-01,8.097817360010890753e-02,1.875827691661179908e-01
1.057051510000710515e-01,1.884574890136718750e-01,8.093105216836195270e-02,1.732775630504220232e-01
1.075804874021124291e-01,1.820831298828125000e-01,8.093105216836195270e-02,1.743226765609719175e-01
1.094890945254718834e-01,1.754188537597656250e-01,8.090748116096867226e-02,1.656524105290836379e-01
1.114315626327264525e-01,1.685256958007812500e-01,8.097817360010890753e-02,1.616602637311892743e-01
1.134084924584201071e-01,1.614952087402343750e-01,8.076591065677864167e-02,1.598759133905757190e-01
1.154204953948500256e-01,1.543922424316406250e-01,8.086031853314239182e-02,1.489454037571495415e-01
1.174681936811470123e-01,1.474380493164062500e-01,8.076591065677864167e-02,1.488893316149402513e-01
1.195522205957118556e-01,1.406211853027343750e-01,8.076591065677864167e-02,1.429163743438699175e-01
1.216732206520654697e-01,1.340942382812500000e-01,8.081312838116094799e-02,1.391362313763538638e-01
1.238318497981726884e-01,1.279678344726562500e-01,8.090748116096867226e-02,1.379346077467177023e-01
1.260287756193039232e-01,1.223754882812500000e-01,8.097817360010890753e-02,1.300082567572024561e-01
1.282646775444941656e-01,1.173439025878906250e-01,8.109585739072927568e-02,1.289815398498894705e-01
1.305402470566659201e-01,1.129646301269531250e-01,8.123685290267743109e-02,1.246598528651955695e-01
1.328561879064800999e-01,1.092834472656250000e-01,8.121337064957730167e-02,1.210073230755523421e-01
1.352132163299794299e-01,1.062774658203125000e-01,8.130725897069784880e-02,1.198634037570235761e-01
1.376120612700953150e-01,1.039390563964843750e-01,8.133071411584770483e-02,1.140850084427069283e-01
1.400534646020821228e-01,1.022529602050781250e-01,8.128379705736255012e-02,1.126865182331717730e-01
1.425381813629533201e-01,1.011695861816406250e-01,8.128379705736255012e-02,1.095685218313391801e-01
1.450669799849858554e-01,1.005363464355468750e-01,8.133071411584770483e-02,1.064931237136396841e-01
1.476406425333686989e-01,1.003379821777343750e-01,8.128379705736255012e-02,1.054413490023107802e-01
1.502599649480674537e-01,1.004104614257812500e-01,8.126032836997937325e-02,1.013487863818239298e-01
1.529257572899786477e-01,1.006622314453125000e-01,8.128379705736255012e-02,1.002185808058408956e-01
1.556388439914530852e-01,1.009788513183593750e-01,8.142446713154621873e-02,9.827625157109999565e-02
1.584000641112615904e-01,1.012496948242187500e-01,8.151811232308284194e-02,9.609081590512076609e-02
1.612102715940864905e-01,1.013298034667968750e-01,8.163501775002486582e-02,9.513525321695548431e-02
1.640703355346144476e-01,1.011886596679687500e-01,8.184502671780063965e-02,9.248274161897934720e-02
1.669811404463162618e-01,1.007385253906250000e-01,8.200799521569146489e-02,9.156087931616764541e-02
1.699435865349950281e-01,9.989738464355468750e-02,8.214742517505113639e-02,9.036397174540018729e-02
1.729585899771859392e-01,9.866523742675781250e-02,8.224024715401288821e-02,8.874610427487183983e-02
1.760270832034975530e-01,9.699058532714843750e-02,8.230979494416201803e-02,8.765427868960593005e-02
1.791500151869771795e-01,9.493637084960937500e-02,8.235612750901567802e-02,8.585852726208301200e-02
1.823283517365950623e-01,9.251976013183593750e-02,8.235612750901567802e-02,8.503865025995785420e-02
1.855630757959326194e-01,8.979606628417968750e-02,8.230979494416201803e-02,8.424308265443278265e-02
1.888551877471716101e-01,8.684158325195312500e-02,8.224024715401288821e-02,8.304697683158640542e-02
1.922057057204763220e-01,8.371925354003906250e-02,8.224024715401288821e-02,8.181534283162160415e-02
1.956156659088629512e-01,8.055114746093750000e-02,8.237928401938726664e-02,8.050507588633810940e-02
1.990861228886577072e-01,7.742214202880859375e-02,8.242557752347340339e-02,7.985307582823678030e-02
2.026181499456374546e-01,7.443904876708984375e-02,8.261049211936172254e-02,7.920150034030970509e-02
2.062128394069585313e-01,7.167530059814453125e-02,8.284105492362693612e-02,7.837505136181939502e-02
2.098713029789742723e-01,6.923484802246093750e-02,8.304801416198945296e-02,7.718644437326234453e-02
2.135946720910437135e-01,6.715011596679687500e-02,8.330026606303173042e-02,7.620892243712945602e-02
2.173840982454432746e-01,6.549739837646484375e-02,8.350608721262479939e-02,7.581647365181100329e-02
2.212407533734825904e-01,6.427860260009765625e-02,8.364301994282756503e-02,7.510051917356914963e-02
2.251658301979418686e-01,6.354904174804687500e-02,8.377972886534068575e-02,7.447139148289268207e-02
2.291605426019361069e-01,6.326103210449218750e-02,8.380249200361301887e-02,7.345711211463547274e-02
2.332261260043253515e-01,6.339550018310546875e-02,8.377972886534068575e-02,7.269443675759647283e-02
2.373638377417855716e-01,6.390190124511718750e-02,8.371140231147203292e-02,7.248639349506486029e-02
2.415749574576553094e-01,6.470775604248046875e-02,8.366582027579647085e-02,7.174264149718173611e-02
2.458607874976845853e-01,6.574773788452148438e-02,8.377972886534068575e-02,7.120193533665908348e-02
2.502226533128010799e-01,6.691074371337890625e-02,8.389348279263487973e-02,7.033195796960811652e-02
2.546619038690257075e-01,6.813812255859375000e-02,8.416586494693453768e-02,6.971585653616287070e-02
2.591799120646568477e-01,6.931686401367187500e-02,8.455023758559906955e-02,6.945753152608363790e-02
2.637780751548583491e-01,7.036256790161132812e-02,8.493287072327694587e-02,6.877725238142537445e-02
2.684578151837806459e-01,7.122087478637695312e-02,8.544782364932561325e-02,6.822730707683512252e-02
2.732205794243451891e-01,7.181262969970703125e-02,8.584867568685902728e-02,6.746983314536070253e-02
2.780678408258351331e-01,7.209861278533935547e-02,8.611487376972110086e-02,6.699973890319020631e-02
2.830010984694232290e-01,7.205700874328613281e-02,8.633607853632946361e-02,6.660038076895902215e-02
2.880218780317835847e-01,7.167738676071166992e-02,8.638025151365617826e-02,6.603875397289057925e-02
2.931317322569287342e-01,7.097911834716796875e-02,8.633607853632946361e-02,6.546917395584475607e-02
2.983322414364148467e-01,6.998699903488159180e-02,8.633607853632946361e-02,6.480244229205149586e-02
3.036250138980702284e-01,6.875592470169067383e-02,8.631398357025138468e-02,6.433989940838270860e-02
3.090116865033906146e-01,6.734144687652587891e-02,8.646852977022911890e-02,6.384031207736211300e-02
3.144939251537626768e-01,6.582891941070556641e-02,8.668883211395370103e-02,6.335631054586633726e-02
3.200734253056647383e-01,6.428670883178710938e-02,8.728087098243879349e-02,6.279068241801272210e-02
3.257519124950103429e-01,6.279230117797851562e-02,8.799906504741257518e-02,6.223647733660909315e-02
3.315311428707947705e-01,6.142926216125488281e-02,8.884035480893874570e-02,6.169315176555010410e-02
3.374129037382053165e-01,6.025648117065429688e-02,8.950343154210624319e-02,6.116735043312668957e-02
3.433990141113725802e-01,5.932259559631347656e-02,9.016163193424836519e-02,6.071091125378805242e-02
3.494913252759222488e-01,5.866956710815429688e-02,9.058373926019711031e-02,6.017534648193037516e-02
3.556917213615130025e-01,5.830121040344238281e-02,9.073101288544480059e-02,5.967934575086211030e-02
3.620021199245267440e-01,5.821990966796875000e-02,9.073101288544480059e-02,5.911492942618882390e-02
3.684244725410999455e-01,5.839490890502929688e-02,9.060479300580626116e-02,5.858940429762968943e-02
3.749607654106759114e-01,5.878353118896484375e-02,9.062584186031391598e-02,5.815569935784658390e-02
3.816130199702614245e-01,5.930805206298828125e-02,9.094099005330325003e-02,5.765322609875332682e-02
3.883832935195862812e-01,5.990123748779296875e-02,9.183842144928708318e-02,5.716259760771112697e-02
3.952736798573482369e-01,6.047296524047851562e-02,9.305569726227809479e-02,5.663240019433209149e-02
4.022863099287516397e-01,6.093978881835937500e-02,9.456030028836097390e-02,5.612576069181882815e-02
4.094233524845281025e-01,6.120157241821289062e-02,9.610089531361362680e-02,5.570499432641155824e-02
4.166870147516534839e-01,6.120538711547851562e-02,9.746074179589570008e-02,5.523067570355996714e-02
4.240795431159637419e-01,6.088590621948242188e-02,9.820160226544168147e-02,5.475269499724028099e-02
4.316032238168773238e-01,6.021547317504882812e-02,9.839563842039061869e-02,5.426922122034327778e-02
4.392603836544490825e-01,5.918169021606445312e-02,9.816274900882079879e-02,5.380691780461573093e-02
4.470533907089614400e-01,5.781173706054687500e-02,9.800718195542482136e-02,5.338820238197009710e-02
4.549846550732867256e-01,5.614995956420898438e-02,9.856994438238704526e-02,5.294233977537666364e-02
4.630566295982424529e-01,5.427265167236328125e-02,1.003153596749707666e-01,5.251401666448396455e-02
4.712718106511651905e-01,5.227613449096679688e-02,1.034418959130106314e-01,5.209596422531472676e-02
4.796327388879498832e-01,5.025243759155273438e-02,1.075106167540850338e-01,5.168004442519727459e-02
4.881420000387779456e-01,4.831981658935546875e-02,1.113281250000000000e-01,5.128234564959733427e-02
4.968022257077936987e-01,4.656028747558593750e-02,1.137181767813252864e-01,5.088178951080602613e-02
5.056160941869596304e-01,4.502391815185546875e-02,1.139192700892006638e-01,5.050921037840400835e-02
5.145863312843560466e-01,4.371452331542968750e-02,1.125718628983559538e-01,5.014829577442938419e-02
5.237157111671758569e-01,4.257869720458984375e-02,1.120794276203404133e-01,4.979142186975472201e-02
5.330070572196692336e-01,4.146814346313476562e-02,1.169431045306461164e-01,4.945135633077542281e-02
5.424632429163182001e-01,4.015207290649414062e-02,1.299525482432794532e-01,4.912314435668571622e-02
5.520871927104927801e-01,3.828668594360351562e-02,1.478968360753324107e-01,4.880557040468689461e-02
5.618818829388820824e-01,3.544425964355468750e-02,1.613782458462784120e-01,4.850212460078665022e-02
5.718503427419633356e-01,3.108882904052734375e-02,1.583959087729718551e-01,4.821662468412975938e-02
5.819956550008054119e-01,2.463102340698242188e-02,1.401494781321112326e-01,4.795339820818903670e-02
5.923209572904940545e-01,1.544475555419921875e-02,1.921521658321455883e-01,4.770010621960722730e-02
6.028294428504650249e-01,2.937316894531250000e-03,4.297984586848708211e-01,4.745751269619431778e-02
6.135243615720610277e-01,-1.338815689086914062e-02,8.758780297496032707e-01,4.723178114567618685e-02
6.244090210036009614e-01,-3.381252288818359375e-02,1.585064126050238498e+00,4.701973511742663092e-02
6.354867873732854555e-01,-5.828905105590820312e-02,2.643941207716858699e+00,4.684144220329802127e-02
6.467610866302501149e-01,-8.629798889160156250e-02,4.164413809494559082e+00,4.665879845450917468e-02
6.582354055040829932e-01,-1.166219711303710938e-01,6.285092217763476263e+00,4.649458306233507365e-02
6.699132925831473573e-01,-1.471743583679199219e-01,9.174432297275670223e+00,4.634873341564124671e-02
6.817983594120253787e-01,-1.747055053710937500e-01,1.303486374620310606e+01,4.621276759590890737e-02
6.938942816084432419e-01,-1.945614814758300781e-01,1.810684368093836127e+01,4.610495760379939439e-02
7.062047999999999659e-01,-2.003293037414550781e-01,2.467384729601289450e+01,4.600386357104667423e-02
