q_A^-1,intensity,sigma,intensity_fit
2.171371112804276401e-02,2.036441802978515625e+01,2.867903201716205386e-01,2.131247869286377039e+01
2.209893845629094800e-02,1.917208862304687500e+01,2.710132490346989220e-01,2.040644753932150479e+01
2.249100018026054665e-02,1.804953002929687500e+01,2.562913814719427474e-01,1.820302540181917905e+01
2.289001755034435551e-02,1.699272918701171875e+01,2.426202660658407784e-01,1.599388179850993374e+01
2.329611396806288703e-02,1.599806213378906250e+01,2.298555135925746118e-01,1.520602416767386345e+01
2.370941502422790198e-02,1.506210327148437500e+01,2.179638496312949481e-01,1.576908350459869723e+01
2.413004853778307271e-02,1.418174743652343750e+01,2.068653521636265868e-01,1.504015602783697858e+01
2.455814459533374114e-02,1.335391998291015625e+01,1.965973364400253054e-01,1.346979775069159579e+01
2.499383559137794211e-02,1.257584381103515625e+01,1.870314784355329996e-01,1.198204335434120438e+01
2.543725626925121344e-02,1.184484863281250000e+01,1.781845261008847270e-01,1.115648942185961445e+01
2.588854376279775202e-02,1.115841674804687500e+01,1.700228686939090905e-01,1.169072204959314476e+01
2.634783763878096111e-02,1.051404571533203125e+01,1.625441271215873618e-01,1.110836167778719030e+01
2.681527994004637844e-02,9.909393310546875000e+00,1.557242130099815991e-01,9.992021853193223890e+00
2.729101522945025227e-02,9.342178344726562500e+00,1.493853373122886186e-01,9.000080676474711439e+00
2.777519063456760501e-02,8.810073852539062500e+00,1.436310649285174601e-01,8.238899088294523665e+00
2.826795589319353735e-02,8.310935974121093750e+00,1.384240743701556364e-01,8.702038733760289801e+00
2.876946339965144941e-02,7.842773437500000000e+00,1.336713955645990048e-01,8.272098141888903911e+00
2.927986825192328488e-02,7.403289794921875000e+00,1.293051356877768232e-01,7.458514374754433796e+00
2.979932829961547472e-02,6.990692138671875000e+00,1.252743571158169977e-01,6.795080237403787748e+00
3.032800419277615483e-02,6.603004455566406250e+00,1.215339780164378519e-01,6.142773178997243733e+00
3.086605943157845824e-02,6.238380432128906250e+00,1.181600270488607357e-01,6.510500022614738924e+00
3.141366041688492539e-02,5.895095825195312500e+00,1.150189989401207563e-01,6.234561913085792995e+00
3.197097650170950545e-02,5.571525573730468750e+00,1.121474782809030596e-01,5.597878718226654726e+00
3.253818004359197713e-02,5.266197204589843750e+00,1.094273033424331271e-01,5.172722871496850949e+00
3.311544645790212571e-02,4.977584838867187500e+00,1.070127150922087905e-01,4.591503430926044516e+00
3.370295427208910150e-02,4.704689025878906250e+00,1.047974876976274367e-01,4.899909246079728220e+00
3.430088518089351862e-02,4.446105957031250000e+00,1.028316139147514297e-01,4.709556694887317541e+00
3.490942410253914524e-02,4.200927734375000000e+00,1.010164104764511711e-01,4.228370023898014196e+00
3.552875923592109519e-02,3.968368530273437500e+00,9.937932994694180511e-02,3.926791016056555339e+00
3.615908211880919376e-02,3.747581481933593750e+00,9.785136757715116873e-02,3.429026068706492403e+00
3.680058768708330957e-02,3.537956237792968750e+00,9.653654965826091727e-02,3.673977965362600795e+00
3.745347433502023426e-02,3.338943481445312500e+00,9.526365936138436741e-02,3.538331590628310153e+00
3.811794397664951262e-02,3.150131225585937500e+00,9.413576232254601550e-02,3.186654669646754812e+00
3.879420210819820025e-02,2.971084594726562500e+00,9.299418638372979051e-02,2.954274948533078593e+00
3.948245787164349901e-02,2.801597595214843750e+00,9.198368624466106425e-02,2.550140820943375797e+00
4.018292411939242137e-02,2.641448974609375000e+00,9.094099005330325003e-02,2.725975538566855150e+00
4.089581748010965440e-02,2.490272521972656250e+00,9.009814527086559832e-02,2.637192894729915693e+00
