q_A^-1,intensity,sigma,intensity_fit
3.803137566717306600e-04,2.164764696767733898e+06,1.169153323666431534e+05,2.086982519598145038e+06
3.870609797288466049e-04,2.184862743936867453e+06,1.151201679661645321e+05,2.097261176143403631e+06
3.939279066309686757e-04,2.203537659921210725e+06,1.132998115569703950e+05,2.107523240837216377e+06
4.009166610681532024e-04,2.220740464622628875e+06,1.114557421312545921e+05,2.117730181329333223e+06
4.080294044072686516e-04,2.236424661309473217e+06,1.095895050294146495e+05,2.127838826733076479e+06
4.152683363604304980e-04,2.250546429195441306e+06,1.077027083065192855e+05,2.137801035620200448e+06
4.226356956652892443e-04,2.263064810736158863e+06,1.057970187996668683e+05,2.147563370786361396e+06
4.301337607773916827e-04,2.273941892655468546e+06,1.038741579088055296e+05,2.157066788945583627e+06
4.377648505748250288e-04,2.283142979713726323e+06,1.019358971053594723e+05,2.166246355239473283e+06
4.455313250753588166e-04,2.290636760236618109e+06,9.998405318466269819e+04,2.175030994326080196e+06
4.534355861663153810e-04,2.296395462435274385e+06,9.802048327991031692e+04,2.183343291806260124e+06
4.614800783473826246e-04,2.300395000566851348e+06,9.604707965699669148e+04,2.191099361792398151e+06
4.696672894866124712e-04,2.302615110009546392e+06,9.406576431088903337e+04,2.198208798440544866e+06
4.779997515898240165e-04,2.303039470357148908e+06,9.207848338584580051e+04,2.204574731137396302e+06
4.864800415836623669e-04,2.301655815675819293e+06,9.008720144282003457e+04,2.210094004610529169e+06
4.951107821125495237e-04,2.298456031109950505e+06,8.809389559876850399e+04,2.214657506331371609e+06
5.038946423497687099e-04,2.293436235074202530e+06,8.610054956328710250e+04,2.218150663989905268e+06
5.128343388229472275e-04,2.286596846325719263e+06,8.410914759915930335e+04,2.220454135293877684e+06
5.219326362541750136e-04,2.277942635273276363e+06,8.212166843384287495e+04,2.221444710620468017e+06
5.311923484150342292e-04,2.267482758948860224e+06,8.014007914952897409e+04,2.220996445859993808e+06
5.406163389967977035e-04,2.255230779141628183e+06,7.816632907976054412e+04,2.218982037895171903e+06
5.502075224960606718e-04,2.241204663273884915e+06,7.620234374065285374e+04,2.215274448362905532e+06
5.599688651160921425e-04,2.225426767683488317e+06,7.425001882491222932e+04,2.209748772544033825e+06
