axial_pressure_mpa,pore_volume_no_side_mm3,pore_volume_side_mm3,delta_pore_volume_mm3,ratio_pore_volume_side_vs_no_side,porosity_no_side_pct,porosity_side_pct,delta_porosity_pct_points,ratio_porosity_side_vs_no_side
20.3,0.703599638467184,0.6158247620784246,-0.08777487638875936,0.8752488324468444,9.500400195344099,8.315214178752694,-1.1851860165914054,0.8752488324468443
27.1,0.7013021913713289,0.6244413374299445,-0.07686085394138442,0.8904026610966516,9.576706150093253,8.527124640583702,-1.0495815095095509,0.8904026610966517
