# Q(1/A)  I_MAP  dI_MAP
2.979932829961547472e-02 7.167045593261718750e+00 1.188681566773667070e-01
3.032800419277615483e-02 6.751052856445312500e+00 1.147367433025352768e-01
3.086605943157845824e-02 6.358078002929687500e+00 1.108817806815410728e-01
3.141366041688492539e-02 5.986907958984375000e+00 1.074396292146489601e-01
3.197097650170950545e-02 5.636497497558593750e+00 1.042134497808914068e-01
3.253818004359197713e-02 5.305847167968750000e+00 1.012050500627469929e-01
3.311544645790212571e-02 4.993980407714843750e+00 9.856994438238704526e-02
3.370295427208910150e-02 4.700004577636718750e+00 9.608104590819409319e-02
3.430088518089351862e-02 4.422966003417968750e+00 9.391261937633833823e-02
3.490942410253914524e-02 4.162170410156250000e+00 9.185918762738161381e-02
3.552875923592109519e-02 3.916923522949218750e+00 9.005579596405080545e-02
3.615908211880919376e-02 3.686393737792968750e+00 8.836676582705951799e-02
3.680058768708330957e-02 3.469902038574218750e+00 8.686467171069174598e-02
3.745347433502023426e-02 3.266815185546875000e+00 8.555935981956840075e-02
3.811794397664951262e-02 3.076530456542968750e+00 8.425646332079293754e-02
3.879420210819820025e-02 2.898384094238281250e+00 8.291009873746532644e-02
3.948245787164349901e-02 2.731750488281250000e+00 8.179840465379657755e-02
4.018292411939242137e-02 2.576148986816406250e+00 8.090748116096867226e-02
4.089581748010965440e-02 2.430847167968750000e+00 7.979178990552927841e-02
4.162135842571251798e-02 2.295486450195312500e+00 7.904729040956273711e-02
4.235977133955526330e-02 2.169288635253906250e+00 7.853894243313710999e-02
4.311128458582235562e-02 2.051864624023437500e+00 7.810058212161018198e-02
4.387613058015331358e-02 1.942535400390625000e+00 7.785598214060449052e-02
4.465454586152050459e-02 1.840797424316406250e+00 7.780696987125816644e-02
4.544677116538175382e-02 1.746147155761718750e+00 7.792944274710938979e-02
4.625305149813135897e-02 1.657913208007812500e+00 7.834441843801398520e-02
4.707363621287134064e-02 1.575660705566406250e+00 7.880562891340631149e-02
4.790877908652738798e-02 1.498817443847656250e+00 7.936035021058611416e-02
4.875873839833294587e-02 1.426887512207031250e+00 7.995894332210437550e-02
4.962377700970524441e-02 1.359382629394531250e+00 8.045832001580460746e-02
5.050416244553912470e-02 1.295814514160156250e+00 8.095461631274494807e-02
5.140016697694234360e-02 1.235832214355468750e+00 8.116638576242245218e-02
5.231206770543948142e-02 1.178878784179687500e+00 8.128379705736255012e-02
5.324014664866900948e-02 1.124641418457031250e+00 8.121337064957730167e-02
5.418469082760118960e-02 1.072761535644531250e+00 8.097817360010890753e-02
5.514599235530336097e-02 1.022979736328125000e+00 8.050571814658183389e-02
5.612434852727950924e-02 9.750976562500000000e-01 7.988734896959984177e-02
5.712006191341329614e-02 9.288253784179687500e-01 7.921601480731736700e-02
5.813344045154151402e-02 8.840103149414062500e-01 7.834441843801398520e-02
5.916479754268844093e-02 8.405609130859375000e-01 7.753684859874690471e-02
6.021445214798896300e-02 7.984085083007812500e-01 7.652163290687395703e-02
6.128272888733177215e-02 7.574462890625000000e-01 7.569461865264101585e-02
6.236995813975267089e-02 7.177429199218750000e-01 7.498575711114244258e-02
6.347647614560830709e-02 6.792831420898437500e-01 7.416733416424814429e-02
6.460262511056358292e-02 6.420440673828125000e-01 7.354754056157317144e-02
6.574875331142288060e-02 6.062698364257812500e-01 7.289631877547469996e-02
6.691521520383963972e-02 5.719375610351562500e-01 7.250277809871322199e-02
6.810237153193672566e-02 5.390777587890625000e-01 7.208063315330442977e-02
6.931058943987097876e-02 5.078506469726562500e-01 7.184208655370906416e-02
7.054024258537801295e-02 4.783630371093750000e-01 7.160274523368499733e-02
7.179171125533045927e-02 4.505538940429687500e-01 7.136260119705120641e-02
7.306538248334727703e-02 4.245223999023437500e-01 7.130912602940892020e-02
7.436165016948875772e-02 4.003448486328125000e-01 7.109482313750506433e-02
7.568091520207553824e-02 3.780212402343750000e-01 7.098742908354002679e-02
7.702358558166907954e-02 3.573989868164062500e-01 7.090677679949744516e-02
7.839007654725076157e-02 3.386230468750000000e-01 7.074519639169857266e-02
7.978081070464078384e-02 3.215637207031250000e-01 7.063727078134814097e-02
8.119621815719411939e-02 3.060607910156250000e-01 7.055621823511110113e-02
8.263673663881643261e-02 2.921371459960937500e-01 7.050213143664080251e-02
8.410281164933861020e-02 2.795181274414062500e-01 7.033962150534807389e-02
8.559489659229392589e-02 2.680969238281250000e-01 7.028536802908820491e-02
8.711345291513943045e-02 2.577972412109375000e-01 7.014955076589050875e-02
8.865895025196418588e-02 2.484817504882812500e-01 7.004070733219182332e-02
9.023186656873073697e-02 2.399368286132812500e-01 6.998622213737858144e-02
9.183268831109187014e-02 2.319793701171875000e-01 6.993169449206311505e-02
9.346191055483081545e-02 2.245330810546875000e-01 6.993169449206311505e-02
9.512003715897038303e-02 2.174148559570312500e-01 6.987712429686843141e-02
9.680758092159756634e-02 2.106056213378906250e-01 6.982251145202920950e-02
9.852506373845401622e-02 2.039451599121093750e-01 6.993169449206311505e-02
1.002730167643385711e-01 1.973762512207031250e-01 6.990441471942687723e-02
1.020519805773749122e-01 1.908645629882812500e-01 6.993169449206311505e-02
1.038625053461919162e-01 1.843490600585937500e-01 6.982251145202920950e-02
1.057051510000710515e-01 1.778526306152343750e-01 6.995896362723560968e-02
1.075804874021124291e-01 1.713752746582031250e-01 6.984982321190494337e-02
1.094890945254718834e-01 1.649665832519531250e-01 6.990441471942687723e-02
1.114315626327264525e-01 1.586151123046875000e-01 6.995896362723560968e-02
1.134084924584201071e-01 1.524047851562500000e-01 6.974051199748876328e-02
1.154204953948500256e-01 1.463813781738281250e-01 6.979518900470951803e-02
1.174681936811470123e-01 1.406364440917968750e-01 6.971315741240136088e-02
1.195522205957118556e-01 1.351585388183593750e-01 6.974051199748876328e-02
1.216732206520654697e-01 1.300735473632812500e-01 6.984982321190494337e-02
1.238318497981726884e-01 1.253833770751953125e-01 6.987712429686843141e-02
1.260287756193039232e-01 1.211509704589843750e-01 6.984982321190494337e-02
1.282646775444941656e-01 1.173820495605468750e-01 7.001347003490203391e-02
1.305402470566659201e-01 1.141014099121093750e-01 7.004070733219182332e-02
1.328561879064800999e-01 1.112823486328125000e-01 7.012235574615718892e-02
1.352132163299794299e-01 1.089229583740234375e-01 7.014955076589050875e-02
1.376120612700953150e-01 1.069850921630859375e-01 7.028536802908820491e-02
1.400534646020821228e-01 1.054477691650390625e-01 7.020390920160714254e-02
1.425381813629533201e-01 1.042079925537109375e-01 7.020390920160714254e-02
1.450669799849858554e-01 1.032238006591796875e-01 7.012235574615718892e-02
1.476406425333686989e-01 1.024332046508789062e-01 7.014955076589050875e-02
1.502599649480674537e-01 1.017446517944335938e-01 7.014955076589050875e-02
1.529257572899786477e-01 1.011095046997070312e-01 7.031250000000000000e-02
1.556388439914530852e-01 1.004381179809570312e-01 7.028536802908820491e-02
1.584000641112615904e-01 9.967517852783203125e-02 7.031250000000000000e-02
1.612102715940864905e-01 9.877777099609375000e-02 7.052918002057730062e-02
1.640703355346144476e-01 9.770345687866210938e-02 7.066426763720914939e-02
1.669811404463162618e-01 9.643602371215820312e-02 7.079909750153069725e-02
1.699435865349950281e-01 9.494972229003906250e-02 7.090677679949744516e-02
1.729585899771859392e-01 9.323644638061523438e-02 7.104114640419223470e-02
1.760270832034975530e-01 9.130907058715820312e-02 7.109482313750506433e-02
1.791500151869771795e-01 8.923637866973876953e-02 7.114845937533978426e-02
1.823283517365950623e-01 8.700883388519287109e-02 7.112164631262939130e-02
1.855630757959326194e-01 8.470436930656433105e-02 7.114845937533978426e-02
1.888551877471716101e-01 8.235347270965576172e-02 7.106798983851661533e-02
1.922057057204763220e-01 8.002519607543945312e-02 7.101429282303844959e-02
1.956156659088629512e-01 7.778930664062500000e-02 7.109482313750506433e-02
1.990861228886577072e-01 7.568573951721191406e-02 7.122883800316590075e-02
2.026181499456374546e-01 7.376480102539062500e-02 7.133586862402216400e-02
2.062128394069585313e-01 7.209825515747070312e-02 7.154944954693047421e-02
2.098713029789742723e-01 7.070350646972656250e-02 7.168261446680690430e-02
2.135946720910437135e-01 6.960010528564453125e-02 7.194820490778852662e-02
2.173840982454432746e-01 6.880569458007812500e-02 7.210708961708879594e-02
2.212407533734825904e-01 6.830644607543945312e-02 7.226562500000000000e-02
2.251658301979418686e-01 6.811332702636718750e-02 7.223922659729269113e-02
2.291605426019361069e-01 6.818866729736328125e-02 7.231839289677194360e-02
2.332261260043253515e-01 6.849098205566406250e-02 7.226562500000000000e-02
