# Q(1/A)  I_MAP  dI_MAP
4.534355861663153810e-04 2.109584036991213448e+06 8.419417068860527070e+04
4.614800783473826246e-04 2.111308353239185642e+06 8.243425498373704613e+04
4.696672894866124712e-04 2.111378573616337962e+06 8.066960221779397398e+04
4.779997515898240165e-04 2.109784341626305599e+06 7.890198247169307433e+04
4.864800415836623669e-04 2.106519141979281791e+06 7.713317523518430244e+04
4.951107821125495237e-04 2.101580371707122773e+06 7.536496391133699217e+04
5.038946423497687099e-04 2.094969397198562510e+06 7.359913025831821142e+04
5.128343388229472275e-04 2.086691596594028641e+06 7.183744879464052792e+04
5.219326362541750136e-04 2.076756387044403702e+06 7.008168119500680768e+04
5.311923484150342292e-04 2.065177236408069730e+06 6.833357070398435462e+04
5.406163389967977035e-04 2.051971659035047051e+06 6.659483659541027737e+04
5.502075224960606718e-04 2.037161195365864784e+06 6.486716870520621887e+04
5.599688651160921425e-04 2.020771375155352056e+06 6.315222206533519784e+04
5.699033856841702241e-04 2.002831664217620622e+06 6.145161166639013391e+04
5.800141565851962052e-04 1.983375394677393837e+06 5.976690737571070349e+04
5.903043047118737259e-04 1.962439678804164054e+06 5.809962903730492690e+04
6.007770124317377523e-04 1.940065306598688476e+06 5.645124177905492252e+04
6.114355185713500488e-04 1.916296627395658055e+06 5.482315155153751402e+04
6.222831194179451013e-04 1.891181415841201320e+06 5.321670092163946538e+04
6.333231697388565229e-04 1.864770722698605619e+06 5.163316514279513649e+04
6.445590838190193858e-04 1.837118711029600352e+06 5.007374852204899798e+04
6.559943365168885952e-04 1.808282478391039884e+06 4.853958110275792569e+04
6.676324643390821930e-04 1.778321865777072264e+06 4.703171567959459207e+04
6.794770665340949109e-04 1.747299254124355037e+06 4.555112516123941896e+04
6.915318062054173157e-04 1.715279349281556206e+06 4.409870029359799082e+04
7.038004114443945905e-04 1.682328956424079603e+06 4.267524775525745645e+04
7.162866764831956386e-04 1.648516744969187304e+06 4.128148863414103835e+04
7.289944628682249296e-04 1.613913005115809850e+06 3.991805729314586642e+04
7.419277006543606749e-04 1.578589397195788566e+06 3.858550063013265753e+04
7.550903896203792903e-04 1.542618695078907534e+06 3.728427773628458090e+04
7.684866005059365086e-04 1.506074524922489887e+06 3.601475995452993084e+04
7.821204762705039103e-04 1.469031100596376695e+06 3.477723133874551422e+04
7.959962333746297206e-04 1.431562957146143774e+06 3.357188951215751149e+04
8.101181630839421549e-04 1.393744683680227026e+06 3.239884692228237327e+04
8.244906327962760878e-04 1.355650657080638688e+06 3.125813248796836706e+04
8.391180873923520609e-04 1.317354777941227891e+06 3.014969363289340981e+04
8.540050506104184371e-04 1.278930210132302251e+06 2.907339869767727578e+04
8.691561264452727070e-04 1.240449125375321135e+06 2.802903972230757427e+04
8.845760005721163381e-04 1.201982454186834861e+06 2.701633558763916881e+04
9.002694417956557055e-04 1.163599644516084809e+06 2.603493550379819135e+04
9.162413035249268025e-04 1.125368429356787354e+06 2.508442283084014707e+04
9.324965252742715592e-04 1.087354604559928644e+06 2.416431921468975634e+04
9.490401341909520316e-04 1.049621818012103904e+06 2.327408901900993442e+04
9.658772466098665020e-04 1.012231371272248216e+06 2.241314403066998784e+04
9.830130696358385742e-04 9.752420346805490553e+05 2.158084841321440035e+04
1.000452902753992636e-03 9.387098768656235188e+05 2.077652387950184857e+04
1.018202139468684601e-03 9.026881094822902232e+05 1.999945505098421563e+04
1.036266268971518766e-03 8.672269479112671688e+05 1.924889496714441702e+04
1.054650877838957633e-03 8.323734885460287333e+05 1.852407070520917114e+04
1.073361651760039708e-03 7.981716031811870635e+05 1.782418906649282144e+04
1.092404377294763302e-03 7.646618509015692398e+05 1.714844228194683092e+04
1.111784943663651120e-03 7.318814077537395060e+05 1.649601368723228734e+04
1.131509344569075690e-03 6.998640143613796681e+05 1.586608331460871887e+04
1.151583680048893577e-03 6.686399415252711624e+05 1.525783334799090335e+04
1.172014158362963670e-03 6.382359737278465182e+05 1.467045338592932239e+04
1.192807097913132618e-03 6.086754103419966996e+05 1.410314545859071950e+04
1.213968929197288072e-03 5.799780842262338847e+05 1.355512874505855143e+04
1.235506196798082101e-03 5.521603972731214017e+05 1.302564394075147720e+04
1.257425561406921551e-03 5.252353723673764616e+05 1.251395722755242059e+04
1.279733801883888846e-03 4.992127211037185043e+05 1.201936380409590856e+04
1.302437817354185458e-03 4.740989265146274120e+05 1.154119093897071252e+04
1.325544629341784963e-03 4.498973399647772312e+05 1.107880051656570868e+04
1.349061383940937994e-03 4.266082912830617279e+05 1.063159105124812231e+04
1.372995354026188691e-03 4.042292111253999174e+05 1.019899915353120923e+04
1.397353941501620856e-03 3.827547644927948713e+05 9.780500439918383563e+03
1.422144679589987118e-03 3.621769942700713873e+05 9.375609884789644639e+03
1.447375235162464682e-03 3.424854736003708094e+05 8.983881621623710089e+03
1.473053411109742162e-03 3.236674658728968352e+05 8.604908207498316187e+03
1.499187148755160015e-03 3.057080910713169724e+05 8.238319372173114971e+03
1.525784530310684119e-03 2.885904972132146358e+05 7.883780279365046226e+03
1.552853781376427409e-03 2.722960356039293110e+05 7.540989334804832652e+03
1.580403273484533603e-03 2.568044386313334107e+05 7.209675580618850290e+03
1.608441526688189974e-03 2.420939988425932825e+05 6.889595720582831746e+03
1.636977212196565187e-03 2.281417480689883232e+05 6.580530826038730993e+03
1.666019155056495992e-03 2.149236353983506560e+05 6.282282776433108666e+03
1.695576336881754334e-03 2.024147028395310044e+05 5.994670492152389670e+03
1.725657898630738197e-03 1.905892575763538480e+05 5.717526020969280580e+03
1.756273143433425979e-03 1.794210397688224912e+05 5.450690543871683076e+03
1.787431539468507758e-03 1.688833849290199578e+05 5.194010368202783866e+03
1.819142722891536066e-03 1.589493799748122692e+05 4.947332979871067437e+03
1.851416500815041824e-03 1.495920121445953846e+05 4.710503229607196772e+03
1.884262854341524004e-03 1.407843100454472005e+05 4.483359729857939783e+03
1.917691941650225256e-03 1.324994761943556368e+05 4.265731541093160558e+03
1.951714101138703325e-03 1.247110105088241398e+05 4.057435226588575460e+03
1.986339854620105747e-03 1.173928242963962257e+05 3.858272352778372806e+03
2.021579910577188648e-03 1.105193443929441273e+05 3.668027509539892435e+03
2.057445167474067794e-03 1.040656071911305189e+05 3.486466916928324281e+03
2.093946717126699344e-03 9.800734240242093801e+04 3.313337674567399517e+03
2.131095848133192101e-03 9.232104648638889194e+04 3.148367697007983679e+03
2.168904049364943701e-03 8.698404577321186662e+04 2.991266356757365429e+03
2.207383013519737241e-03 8.197454939426109195e+04 2.841725837580634561e+03
2.246544640737869070e-03 7.727169221730902791e+04 2.699423172078809785e+03
2.286401042282424495e-03 7.285556806404888630e+04 2.564022911391944490e+03
2.326964544284845001e-03 6.870725355477258563e+04 2.435180346294162064e+03
2.368247691556956639e-03 6.480882299815118313e+04 2.312545172229735726e+03
2.410263251470628337e-03 6.114335479663684964e+04 2.195765469777709768e+03
2.453024217906239323e-03 5.769492989364266396e+04 2.084491852784425191e+03
2.496543815271229805e-03 5.444862283179908991e+04 1.978381631902867412e+03
2.540835502589913666e-03 5.139048602857440710e+04 1.877102836106653285e+03
2.585912977665867640e-03 4.850752790135517716e+04 1.780337949015215827e+03
2.631790181318170718e-03 4.578768550025671721e+04 1.687787226677041645e+03
2.678481301692784387e-03 4.321979231244698167e+04 1.599171495508189309e+03
2.726000778650423343e-03 4.079354191466048360e+04 1.514234349373182340e+03
2.774363308232286659e-03 3.849944813952967525e+04 1.432743699665158601e+03
2.823583847205000767e-03 3.632880242162942886e+04 1.354492663483660408e+03
2.873677617686211036e-03 3.427362896365672350e+04 1.279299800069711864e+03
2.924660111852222730e-03 3.232663834918662906e+04 1.207008734504745007e+03
2.976547096729158064e-03 3.048118019411340356e+04 1.137487224611077409e+03
3.029354619069133791e-03 2.873119540003687143e+04 1.070625745205862131e+03
3.083099010312928198e-03 2.707116853437200189e+04 1.006335669254406639e+03
3.137796891640710472e-03 2.549608082219585776e+04 9.445471350306702334e+02
3.193465179112360292e-03 2.400136418580822647e+04 8.852066830193612077e+02
3.250121088898979237e-03 2.258285673165600747e+04 8.282747476014168342e+02
3.307782142607233744e-03 2.123676002478831651e+04 7.737230794904043023e+02
3.366466172698157240e-03 1.995959845034498721e+04 7.215321688469612127e+02
3.426191328002056377e-03 1.874818090973049402e+04 6.716887252482662234e+02
3.486976079331312057e-03 1.759956504851393402e+04 6.241832695349060032e+02
3.548839225192700671e-03 1.651102416759729385e+04 5.790078724538427650e+02
3.611799897601099089e-03 1.548001692300289869e+04 5.361540724773537931e+02
3.675877567996325892e-03 1.450415987307205796e+04 4.956109948775962835e+02
3.741092053264940751e-03 1.358120288961380720e+04 4.573636843190402601e+02
3.807463521868875884e-03 1.270900741840898991e+04 4.213916584661223510e+02
3.875012500082818633e-03 1.188552752426266670e+04 3.876676868404523475e+02
3.943759878342231219e-03 1.110879363970458508e+04 3.561567901368918569e+02
4.013726917704013054e-03 1.037689889575541019e+04 3.268154623043631091e+02
4.084935256421760169e-03 9.687987893223762512e+03 2.995911114259068881e+02
4.157406916637682200e-03 9.040247758924961090e+03 2.744217234876458065e+02
4.231164311193260329e-03 8.431901298493146896e+03 2.512357574677285186e+02
4.306230250560711369e-03 7.861202065259218216e+03 2.299522877754594674e+02
4.382627949897448076e-03 7.326431135118007660e+03 2.104814134669355212e+02
4.460381036225673744e-03 6.825895393103361130e+03 1.927249642327933827e+02
4.539513555739347998e-03 6.357927118718624115e+03 1.765775251683004115e+02
4.620049981240807561e-03 5.920884665846824646e+03 1.619277957907539189e+02
4.702015219709324879e-03 5.513154044061899185e+03 1.486602750325106115e+02
4.785434620003895315e-03 5.133151199162006378e+03 1.366572361475886339e+02
4.870333980702753508e-03 4.779324824124574661e+03 1.258009127318440363e+02
4.956739558081899207e-03 4.450159512162208557e+03 1.159757797014357550e+02
5.044678074235219023e-03 4.144179118275642395e+03 1.070707857273893211e+02
5.134176725338668312e-03 3.859950166702270508e+03 9.898138096593513069e+01
5.225263190061041514e-03 3.596085187196731567e+03 9.161119839543501087e+01
5.317965638123972084e-03 3.351245873749256134e+03 8.487327978444339749e+01
5.412312739013808334e-03 3.124145969510078430e+03 7.869078720049999731e+01
5.508333670848032312e-03 2.913553797841072083e+03 7.299719716269672176e+01
5.606058129399006836e-03 2.718294392824172974e+03 6.773602161979938785e+01
5.705516337277777641e-03 2.537251165568828583e+03 6.286013985400127524e+01
5.806739053280818123e-03 2.369367102682590485e+03 5.833083687299501463e+01
5.909757581902620564e-03 2.213645464658737183e+03 5.411666323128515188e+01
6.014603783017019589e-03 2.069149984240531921e+03 5.019220970924498459e+01
6.121310081730308751e-03 1.935004577398300171e+03 4.653687756019927235e+01
6.229909478409132242e-03 1.810392608165740967e+03 4.313372254547343232e+01
6.340435558886282907e-03 1.694555686950683594e+03 3.996841070226512471e+01
6.452922504847585436e-03 1.586792093038558960e+03 3.702832024811183231e+01
6.567405104403065304e-03 1.486454830884933472e+03 3.430180839909525758e+01
6.683918762845597952e-03 1.392949370384216309e+03 3.177765586432462541e+01
6.802499513600528472e-03 1.305731141567230225e+03 2.944467516234913163e+01
6.923184029369445006e-03 1.224302794814109802e+03 2.729148143288065498e+01
7.046009633471732314e-03 1.148211330413818359e+03 2.530641104848787748e+01
7.171014311387324640e-03 1.077045088291168213e+03 2.347755585915776422e+01
7.298236722504217525e-03 1.010430713653564453e+03 2.179289409421587109e+01
7.427716212074391040e-03 9.480300716161727905e+02 2.024048287249148359e+01
7.559492823381881027e-03 8.895372164249420166e+02 1.880868430744684616e+01
7.693607310126696769e-03 8.346754176616668701e+02 1.748638997130384354e+01
7.830101149028469154e-03 7.831942710876464844e+02 1.626321695258882727e+01
7.969016552653683874e-03 7.348669841289520264e+02 1.512967136850612881e+01
8.110396482470460036e-03 6.894877490997314453e+02 1.407723674448759077e+01
8.254284662134995024e-03 6.468693461418151855e+02 1.309842498279962264e+01
8.400725591013685420e-03 6.068409078121185303e+02 1.218674908794464073e+01
8.549764557945174065e-03 5.692458682060241699e+02 1.133666468259021443e+01
8.701447655246524748e-03 5.339401326179504395e+02 1.054346606511633588e+01
8.855821792967876957e-03 5.007904345989227295e+02 9.803160286311811689e+00
9.012934713400030246e-03 4.696729116439819336e+02 9.112327031925905985e+00
9.172835005839421671e-03 4.404718308448791504e+02 8.468001329049792858e+00
9.335572121614958002e-03 4.130785307884216309e+02 7.867526186307633118e+00
9.501196389381580745e-03 3.873905251026153564e+02 7.308471613423613178e+00
9.669759030685025694e-03 3.633107595443725586e+02 6.788530089613501239e+00
9.841312175802793827e-03 3.407470061779022217e+02 6.305472815480042570e+00
1.001590887986618383e-02 3.196113815307617188e+02 5.857107959869312097e+00
1.019360313926825738e-02 2.998200035095214844e+02 5.441263233942526867e+00
1.037444990836298292e-02 2.812926912307739258e+02 5.055787711117112337e+00
1.055850511646059219e-02 2.639527683258056641e+02 4.698576188014841115e+00
1.074582568512450452e-02 2.477269682884216309e+02 4.367592344132117610e+00
1.093646954577506998e-02 2.325452823638916016e+02 4.060871913096998576e+00
1.113049565760565116e-02 2.183409705162048340e+02 3.776570600975227343e+00
1.132796402581655142e-02 2.050505042076110840e+02 3.512965573987800738e+00
1.152893572017243441e-02 1.926135544776916504e+02 3.268471093614707446e+00
1.173347289388896805e-02 1.809729743003845215e+02 3.041649665959195836e+00
1.194163880285455982e-02 1.700748100280761719e+02 2.831181176298568136e+00
1.215349782519309536e-02 1.598682527542114258e+02 2.635883114111808645e+00
1.236911548117373104e-02 1.503056178092956543e+02 2.454664779742480984e+00
1.258855845347394038e-02 1.413422923088073730e+02 2.286543882908612879e+00
1.281189460780202474e-02 1.329366593360900879e+02 2.130577397417591889e+00
1.303919301388548752e-02 1.250500421524047852e+02 1.985922863033688479e+00
1.327052396683181881e-02 1.176465754508972168e+02 1.851756154166143808e+00
1.350595900886817843e-02 1.106930775642395020e+02 1.727304704726051021e+00
1.374557095146680674e-02 1.041589550971984863e+02 1.611839407520105683e+00
1.398943389786295836e-02 9.801603221893310547e+01 1.504634056845561174e+00
1.423762326597232709e-02 9.223842716217041016e+01 1.405059989110090335e+00
1.449021581171507089e-02 8.680231523513793945e+01 1.312482561268077275e+00
1.474728965275358059e-02 8.168588638305664062e+01 1.226355662795227452e+00
1.500892429265147411e-02 7.686908817291259766e+01 1.146159917355489943e+00
1.527520064546111778e-02 7.233349609375000000e+01 1.071418580508198604e+00
1.554620106074739751e-02 6.806217575073242188e+01 1.001747511797547840e+00
1.582200934905544226e-02 6.403947257995605469e+01 9.367652557002257296e-01
1.610271080783016659e-02 6.025096702575683594e+01 8.761458387515852486e-01
1.638839224779563980e-02 5.668327236175537109e+01 8.196193127733715222e-01
1.667914201980251476e-02 5.332391929626464844e+01 7.669193459570080584e-01
1.697505004215169727e-02 5.016128540039062500e+01 7.177701158511576862e-01
1.727620782840279950e-02 4.718445682525634766e+01 6.719998975481227266e-01
1.758270851567595924e-02 4.438318347930908203e+01 6.293731283332397730e-01
1.789464689345575052e-02 4.174777698516845703e+01 5.896594031048109086e-01
1.821211943290607788e-02 3.926908397674560547e+01 5.527136701069070845e-01
1.853522431670525869e-02 3.693838787078857422e+01 5.182888693101379562e-01
1.886406146941029330e-02 3.474739933013916016e+01 4.862496799183554375e-01
1.919873258835989166e-02 3.268823337554931641e+01 4.563922816995505394e-01
1.953934117512577326e-02 3.075333976745605469e+01 4.285941345012858061e-01
1.988599256752190611e-02 2.893552589416503906e+01 4.026659814016140815e-01
2.023879397218167342e-02 2.722796535491943359e+01 3.784982903667424292e-01
2.059785449771293214e-02 2.562407398223876953e+01 3.559459794452005665e-01
2.096328518844138566e-02 2.411762237548828125e+01 3.349595139364793250e-01
2.133519905875250547e-02 2.270267772674560547e+01 3.153556051742916755e-01
2.171371112804276401e-02 2.137362194061279297e+01 2.971382981254530598e-01
2.209893845629094800e-02 2.012510204315185547e+01 2.801355960038593440e-01
2.249100018026054665e-02 1.895204257965087891e+01 2.643509773180049427e-01
2.289001755034435551e-02 1.784970378875732422e+01 2.495953145492156022e-01
2.329611396806288703e-02 1.681355762481689453e+01 2.359080719437194884e-01
2.370941502422790198e-02 1.583939838409423828e+01 2.231610915969322317e-01
2.413004853778307271e-02 1.492324161529541016e+01 2.113891287874834213e-01
2.455814459533374114e-02 1.406140613555908203e+01 2.004214614432078545e-01
2.499383559137794211e-02 1.325038909912109375e+01 1.902768818013551300e-01
2.543725626925121344e-02 1.248698234558105469e+01 1.808408130323548579e-01
2.588854376279775202e-02 1.176814079284667969e+01 1.721743664172221411e-01
2.634783763878096111e-02 1.109105587005615234e+01 1.641206184261384260e-01
2.681527994004637844e-02 1.045315551757812500e+01 1.566888368760279704e-01
2.729101522945025227e-02 9.852003097534179688e+00 1.498188196153523999e-01
2.777519063456760501e-02 9.285318374633789062e+00 1.434982084900147670e-01
2.826795589319353735e-02 8.751037597656250000e+00 1.376225705465063676e-01
2.876946339965144941e-02 8.247230529785156250e+00 1.321790962163174321e-01
2.927986825192328488e-02 7.772066116333007812e+00 1.271932824622260538e-01
2.979932829961547472e-02 7.323907852172851562e+00 1.225187077153296472e-01
3.032800419277615483e-02 6.901187896728515625e+00 1.183052165695922531e-01
3.086605943157845824e-02 6.502468109130859375e+00 1.142870221744358844e-01
3.141366041688492539e-02 6.126409530639648438e+00 1.106406956114730222e-01
3.197097650170950545e-02 5.771764755249023438e+00 1.072619548261404820e-01
3.253818004359197713e-02 5.437393188476562500e+00 1.041402147403771988e-01
3.311544645790212571e-02 5.122167587280273438e+00 1.013933386907610174e-01
3.370295427208910150e-02 4.825109481811523438e+00 9.884047600687495549e-02
3.430088518089351862e-02 4.545257568359375000e+00 9.657605714903215455e-02
3.490942410253914524e-02 4.281742095947265625e+00 9.447958298787362263e-02
3.552875923592109519e-02 4.033723831176757812e+00 9.264485332524548256e-02
3.615908211880919376e-02 3.800395965576171875e+00 9.094099005330325003e-02
3.680058768708330957e-02 3.581041336059570312e+00 8.937547803630899179e-02
3.745347433502023426e-02 3.374933242797851562e+00 8.804240366863003153e-02
3.811794397664951262e-02 3.181373596191406250e+00 8.668883211395370103e-02
3.879420210819820025e-02 2.999742507934570312e+00 8.553706422053980463e-02
3.948245787164349901e-02 2.829391479492187500e+00 8.441477650380589670e-02
4.018292411939242137e-02 2.669738769531250000e+00 8.332316018633414978e-02
4.089581748010965440e-02 2.520160675048828125e+00 8.242557752347340339e-02
4.162135842571251798e-02 2.380117416381835938e+00 8.163501775002486582e-02
4.235977133955526330e-02 2.249031066894531250e+00 8.095461631274494807e-02
4.311128458582235562e-02 2.126333236694335938e+00 8.045832001580460746e-02
4.387613058015331358e-02 2.011520385742187500e+00 8.033970234844974023e-02
4.465454586152050459e-02 1.904102325439453125e+00 8.019712956112425017e-02
4.544677116538175382e-02 1.803506851196289062e+00 8.036343988844134312e-02
4.625305149813135897e-02 1.709251403808593750e+00 8.067139229712258497e-02
4.707363621287134064e-02 1.620859146118164062e+00 8.107233429889554310e-02
4.790877908652738798e-02 1.537870407104492188e+00 8.149471111337916462e-02
4.875873839833294587e-02 1.459848403930664062e+00 8.212420328761187160e-02
4.962377700970524441e-02 1.386354446411132812e+00 8.256430229628222706e-02
5.050416244553912470e-02 1.317003250122070312e+00 8.297908510253125536e-02
5.140016697694234360e-02 1.251424789428710938e+00 8.320862657867497680e-02
5.231206770543948142e-02 1.189260482788085938e+00 8.336892957192595932e-02
5.324014664866900948e-02 1.130220413208007812e+00 8.327736564581188217e-02
5.418469082760118960e-02 1.073999404907226562e+00 8.302504416731359971e-02
5.514599235530336097e-02 1.020412445068359375e+00 8.261049211936172254e-02
5.612434852727950924e-02 9.691791534423828125e-01 8.200799521569146489e-02
5.712006191341329614e-02 9.201507568359375000e-01 8.126032836997937325e-02
5.813344045154151402e-02 8.731632232666015625e-01 8.050571814658183389e-02
5.916479754268844093e-02 8.281040191650390625e-01 7.962428558843558102e-02
6.021445214798896300e-02 7.848796844482421875e-01 7.873298582322801886e-02
6.128272888733177215e-02 7.434616088867187500e-01 7.792944274710938979e-02
6.236995813975267089e-02 7.037334442138671875e-01 7.706804553495648358e-02
6.347647614560830709e-02 6.657161712646484375e-01 7.637193279694200199e-02
6.460262511056358292e-02 6.293735504150390625e-01 7.577017477058915762e-02
6.574875331142288060e-02 5.947532653808593750e-01 7.516359923786662678e-02
6.691521520383963972e-02 5.618267059326171875e-01 7.462880146305780893e-02
6.810237153193672566e-02 5.305805206298828125e-01 7.434713402607140420e-02
6.931058943987097876e-02 5.010662078857421875e-01 7.403863836337838678e-02
7.054024258537801295e-02 4.732952117919921875e-01 7.375471714257501865e-02
7.179171125533045927e-02 4.472293853759765625e-01 7.354754056157317144e-02
7.306538248334727703e-02 4.228534698486328125e-01 7.344373311313737163e-02
7.436165016948875772e-02 4.001846313476562500e-01 7.328774624724108955e-02
7.568091520207553824e-02 3.791589736938476562e-01 7.320962817965356861e-02
7.702358558166907954e-02 3.597059249877929688e-01 7.297477223542736535e-02
7.839007654725076157e-02 3.418045043945312500e-01 7.302702771812467908e-02
7.978081070464078384e-02 3.253564834594726562e-01 7.281778079026268724e-02
8.119621815719411939e-02 3.102874755859375000e-01 7.271293151947767763e-02
8.263673663881643261e-02 2.964992523193359375e-01 7.260793084156681731e-02
8.410281164933861020e-02 2.838821411132812500e-01 7.255537351955745895e-02
8.559489659229392589e-02 2.723264694213867188e-01 7.252908057666852815e-02
8.711345291513943045e-02 2.617139816284179688e-01 7.231839289677194360e-02
8.865895025196418588e-02 2.519378662109375000e-01 7.226562500000000000e-02
9.023186656873073697e-02 2.429056167602539062e-01 7.226562500000000000e-02
9.183268831109187014e-02 2.344865798950195312e-01 7.223922659729269113e-02
9.346191055483081545e-02 2.265930175781250000e-01 7.215997344496549726e-02
9.512003715897038303e-02 2.191286087036132812e-01 7.197471004956358664e-02
9.680758092159756634e-02 2.120313644409179688e-01 7.202769107260068027e-02
9.852506373845401622e-02 2.051982879638671875e-01 7.210708961708879594e-02
1.002730167643385711e-01 1.986207962036132812e-01 7.218640083037627941e-02
1.020519805773749122e-01 1.922426223754882812e-01 7.218640083037627941e-02
1.038625053461919162e-01 1.860027313232421875e-01 7.213353637741948265e-02
1.057051510000710515e-01 1.799278259277343750e-01 7.210708961708879594e-02
1.075804874021124291e-01 1.740083694458007812e-01 7.215997344496549726e-02
1.094890945254718834e-01 1.682252883911132812e-01 7.213353637741948265e-02
1.114315626327264525e-01 1.625843048095703125e-01 7.210708961708879594e-02
1.134084924584201071e-01 1.571221351623535156e-01 7.197471004956358664e-02
1.154204953948500256e-01 1.518573760986328125e-01 7.197471004956358664e-02
1.174681936811470123e-01 1.468033790588378906e-01 7.197471004956358664e-02
1.195522205957118556e-01 1.420030593872070312e-01 7.200120543424516628e-02
1.216732206520654697e-01 1.374530792236328125e-01 7.197471004956358664e-02
1.238318497981726884e-01 1.331610679626464844e-01 7.205416697537779525e-02
1.260287756193039232e-01 1.291732788085937500e-01 7.213353637741948265e-02
1.282646775444941656e-01 1.254882812500000000e-01 7.215997344496549726e-02
1.305402470566659201e-01 1.220841407775878906e-01 7.223922659729269113e-02
1.328561879064800999e-01 1.189661026000976562e-01 7.237112231894103631e-02
1.352132163299794299e-01 1.161284446716308594e-01 7.242381335054358382e-02
1.376120612700953150e-01 1.135399341583251953e-01 7.250277809871322199e-02
1.400534646020821228e-01 1.111865043640136719e-01 7.242381335054358382e-02
1.425381813629533201e-01 1.090228557586669922e-01 7.242381335054358382e-02
1.450669799849858554e-01 1.070327758789062500e-01 7.242381335054358382e-02
1.476406425333686989e-01 1.051836013793945312e-01 7.237112231894103631e-02
1.502599649480674537e-01 1.034328937530517578e-01 7.239747262832280095e-02
1.529257572899786477e-01 1.017456054687500000e-01 7.239747262832280095e-02
1.556388439914530852e-01 1.001058816909790039e-01 7.247646607531044172e-02
1.584000641112615904e-01 9.848594665527343750e-02 7.263419524135567018e-02
1.612102715940864905e-01 9.685301780700683594e-02 7.276537503983264432e-02
1.640703355346144476e-01 9.520435333251953125e-02 7.294863045696522996e-02
1.669811404463162618e-01 9.353399276733398438e-02 7.300090465246389382e-02
1.699435865349950281e-01 9.182602167129516602e-02 7.313142666737912356e-02
1.729585899771859392e-01 9.009378403425216675e-02 7.326171614652754460e-02
1.760270832034975530e-01 8.833912014961242676e-02 7.333977873249447610e-02
1.791500151869771795e-01 8.658844232559204102e-02 7.339177432834349812e-02
1.823283517365950623e-01 8.486485481262207031e-02 7.333977873249447610e-02
1.855630757959326194e-01 8.317232131958007812e-02 7.333977873249447610e-02
1.888551877471716101e-01 8.153963088989257812e-02 7.336578113669120493e-02
1.922057057204763220e-01 8.000481128692626953e-02 7.333977873249447610e-02
1.956156659088629512e-01 7.857441902160644531e-02 7.326171614652754460e-02
1.990861228886577072e-01 7.727873325347900391e-02 7.344373311313737163e-02
2.026181499456374546e-01 7.612967491149902344e-02 7.352160244030746250e-02
2.062128394069585313e-01 7.514834403991699219e-02 7.370297759419221217e-02
2.098713029789742723e-01 7.434773445129394531e-02 7.398709736279614202e-02
2.135946720910437135e-01 7.371568679809570312e-02 7.421875000000000000e-02
2.173840982454432746e-01 7.326030731201171875e-02 7.432147496265799347e-02
2.212407533734825904e-01 7.296419143676757812e-02 7.447529673803757189e-02
2.251658301979418686e-01 7.282829284667968750e-02 7.462880146305780893e-02
2.291605426019361069e-01 7.282495498657226562e-02 7.457766832826868975e-02
2.332261260043253515e-01 7.293677330017089844e-02 7.457766832826868975e-02
