# Q(1/A)  I_MAP  dI_MAP
4.696672894866124712e-04 2.202013961324415635e+06 9.000188218539278023e+04
4.779997515898240165e-04 2.202701951060828287e+06 8.810221294652315555e+04
4.864800415836623669e-04 2.201669077224631328e+06 8.619881602280521474e+04
4.951107821125495237e-04 2.198907066711809952e+06 8.429357889993688150e+04
5.038946423497687099e-04 2.194411651419478934e+06 8.238839494678382471e+04
5.128343388229472275e-04 2.188182633216292132e+06 8.048515765002022090e+04
5.219326362541750136e-04 2.180223934093290009e+06 7.858575480423629051e+04
5.311923484150342292e-04 2.170543630950565916e+06 7.669206268387047749e+04
5.406163389967977035e-04 2.159153974544760771e+06 7.480594022369265440e+04
5.502075224960606718e-04 2.146071392197045963e+06 7.292922323462646455e+04
5.599688651160921425e-04 2.131316473940261640e+06 7.106371868170076050e+04
5.699033856841702241e-04 2.114913941867578775e+06 6.921119905059090524e+04
5.800141565851962052e-04 2.096892602532123914e+06 6.737339682907344832e+04
5.903043047118737259e-04 2.077285282337712590e+06 6.555199912900263735e+04
6.007770124317377523e-04 2.056128745954161277e+06 6.374864247360536683e+04
6.114355185713500488e-04 2.033463597886176314e+06 6.196490777449986490e+04
6.222831194179451013e-04 2.009334167422072496e+06 6.020231552152150107e+04
6.333231697388565229e-04 1.983788377286574570e+06 5.846232120774457871e+04
6.445590838190193858e-04 1.956877596420484129e+06 5.674631101070723525e+04
6.559943365168885952e-04 1.928656477407739498e+06 5.505559775018951041e+04
6.676324643390821930e-04 1.899182779167480767e+06 5.339141714121319819e+04
6.794770665340949109e-04 1.868517175623331917e+06 5.175492436037658626e+04
6.915318062054173157e-04 1.836723051154668909e+06 5.014719094218533428e+04
7.038004114443945905e-04 1.803866283723427681e+06 4.856920202122545743e+04
7.162866764831956386e-04 1.770015016654736362e+06 4.702185393484544329e+04
7.289944628682249296e-04 1.735239420129788574e+06 4.550595220068861090e+04
7.419277006543606749e-04 1.699611443523625610e+06 4.402220988174936065e+04
7.550903896203792903e-04 1.663204559788614744e+06 4.257124635202042555e+04
7.684866005059365086e-04 1.626093503145846771e+06 4.115358647410739650e+04
7.821204762705039103e-04 1.588354001400210895e+06 3.976966020043208846e+04
7.959962333746297206e-04 1.550062504240712151e+06 3.841980260843493306e+04
8.101181630839421549e-04 1.511295908924580552e+06 3.710425437977375987e+04
8.244906327962760878e-04 1.472131284771881532e+06 3.582316273265897325e+04
8.391180873923520609e-04 1.432645597915723920e+06 3.457658281522940524e+04
8.540050506104184371e-04 1.392915437762324233e+06 3.336447956638853793e+04
8.691561264452727070e-04 1.353016746613607742e+06 3.218673004918993320e+04
8.845760005721163381e-04 1.313024553894163109e+06 3.104312625868623581e+04
9.002694417956557055e-04 1.273012716402545571e+06 2.993337840390311248e+04
9.162413035249268025e-04 1.233053665975263342e+06 2.885711865943042721e+04
9.324965252742715592e-04 1.193218165909814648e+06 2.781390537792809482e+04
