# Q(1/A)  I_MAP  dI_MAP
1.097182368432196020e-01 1.169910430908203125e-01 7.050213143664080251e-02
1.116484198303163422e-01 1.135826110839843750e-01 7.047507247136217123e-02
1.136125589442235212e-01 1.105976104736328125e-01 7.052918002057730062e-02
1.156112515472410285e-01 1.079959869384765625e-01 7.047507247136217123e-02
1.176451055105736110e-01 1.057109832763671875e-01 7.050213143664080251e-02
1.197147393992058911e-01 1.036720275878906250e-01 7.061026360361413734e-02
1.218207826600291033e-01 1.018543243408203125e-01 7.069125418302288355e-02
1.239638758132775714e-01 1.001319885253906250e-01 7.071823043059247138e-02
1.261446706473329793e-01 9.847259521484375000e-02 7.087987231103146102e-02
1.283638304169555100e-01 9.681510925292968750e-02 7.090677679949744516e-02
1.306220300450029459e-01 9.510040283203125000e-02 7.098742908354002679e-02
1.329199563276971530e-01 9.332466125488281250e-02 7.093367108333936688e-02
1.352583081435030365e-01 9.142684936523437500e-02 7.087987231103146102e-02
1.376377966656813223e-01 8.935546875000000000e-02 7.082603267370603251e-02
1.400591455785808181e-01 8.715820312500000000e-02 7.090677679949744516e-02
1.425230912977357711e-01 8.480072021484375000e-02 7.085295760631661610e-02
1.450303831938350718e-01 8.231735229492187500e-02 7.093367108333936688e-02
1.475817838206321675e-01 7.971000671386718750e-02 7.101429282303844959e-02
1.501780691468630191e-01 7.699584960937500000e-02 7.106798983851661533e-02
1.528200287922455991e-01 7.420730590820312500e-02 7.120205520921166209e-02
1.555084662676301244e-01 7.143211364746093750e-02 7.125561073029179626e-02
1.582441992193744651e-01 6.866073608398437500e-02 7.141603632336805674e-02
1.610280596780185314e-01 6.594848632812500000e-02 7.157610235081521277e-02
1.638608943113331884e-01 6.335067749023437500e-02 7.170921777611648229e-02
1.667435646818217210e-01 6.090545654296875000e-02 7.170921777611648229e-02
1.696769475087497037e-01 5.864238739013671875e-02 7.168261446680690430e-02
1.726619349347860988e-01 5.657768249511718750e-02 7.181553246425873005e-02
1.756994347973344639e-01 5.474090576171875000e-02 7.176239480810092664e-02
1.787903709046374523e-01 5.314159393310546875e-02 7.170921777611648229e-02
1.819356833167387333e-01 5.178165435791015625e-02 7.176239480810092664e-02
1.851363286313874590e-01 5.065727233886718750e-02 7.176239480810092664e-02
1.883932802749732072e-01 4.977512359619140625e-02 7.189516530978891373e-02
1.917075287985774423e-01 4.907131195068359375e-02 7.205416697537779525e-02
1.950800821792348649e-01 4.854679107666015625e-02 7.229201376297557380e-02
1.985119661264937441e-01 4.817199707031250000e-02 7.245014449606018703e-02
2.020042243943694915e-01 4.789543151855468750e-02 7.266045014741513708e-02
2.055579190987861793e-01 4.769611358642578125e-02 7.287014885225637228e-02
