# Q(1/A)  I_MAP  dI_MAP
1.219687311699236415e-03 6.628658453495157883e+05 1.618859693405274811e+04
1.241144270600093562e-03 6.318808756126938388e+05 1.555996961227577958e+04
1.262978704187174605e-03 6.018335186588512734e+05 1.495168135282799994e+04
1.285197253063155793e-03 5.727377946867654100e+05 1.436297690920217610e+04
1.307806674653394247e-03 5.446042061378778890e+05 1.379313711678438813e+04
1.330813845261089989e-03 5.174398262964338064e+05 1.324148178651234957e+04
1.354225762158607627e-03 4.912484029558952898e+05 1.270737194353655468e+04
1.378049545715590452e-03 4.660304761529294774e+05 1.219021139178361409e+04
1.402292441564504223e-03 4.417835088865412399e+05 1.168944759555594464e+04
1.426961822804286972e-03 4.185020296661024913e+05 1.120457188022457558e+04
1.452065192242761420e-03 3.961777856689048931e+05 1.073511896246746619e+04
1.477610184678497616e-03 3.747999052342362702e+05 1.028066583275198354e+04
1.503604569222816417e-03 3.543550683799097314e+05 9.840830019762535812e+03
1.530056251662645491e-03 3.348276839966699481e+05 9.415267275446181884e+03
1.556973276864939953e-03 3.162000723573463038e+05 9.003668727870941439e+03
1.584363831223401615e-03 2.984526515703815967e+05 8.605757554871470347e+03
1.612236245148250622e-03 2.815641266130758449e+05 8.221285238501412096e+03
1.640598995599778457e-03 2.655116795947980136e+05 7.850027465797776131e+03
1.669460708666491806e-03 2.502711599291218445e+05 7.491779745762802122e+03
1.698830162188599488e-03 2.358172731311004609e+05 7.146352818789890989e+03
1.728716288427654740e-03 2.221237670055832714e+05 6.813567937084369987e+03
1.759128176783170995e-03 2.091636140486095101e+05 6.493252100011581206e+03
1.790075076557009343e-03 1.969091889546196908e+05 6.185233331172693397e+03
1.821566399766417609e-03 1.853324401932843029e+05 5.889336089123783495e+03
1.853611724006546356e-03 1.744050547063779086e+05 5.605376902990454255e+03
1.886220795363324982e-03 1.640986148614007980e+05 5.333160330928987605e+03
1.919403531377582859e-03 1.543847468941695988e+05 5.072475335076134797e+03
1.953170024061313438e-03 1.452352601723130792e+05 4.823092169417019250e+03
1.987530542967004196e-03 1.366222767105530947e+05 4.584759870591248728e+03
2.022495538310956596e-03 1.285183504765927792e+05 4.357204435362082222e+03
2.058075644151566210e-03 1.208965761279202998e+05 4.140127757413051768e+03
2.094281681623494547e-03 1.137306869283728302e+05 3.933207378933627751e+03
2.131124662228754338e-03 1.069951416928321123e+05 3.736097093728532400e+03
2.168615791185685149e-03 1.006652007166240364e+05 3.548428409639016991e+03
2.206766470836844535e-03 9.471699073584005237e+04 3.369812851875575689e+03
2.245588304116860785e-03 8.912755906939879060e+04 3.199845052530919475e+03
2.285093098081271163e-03 8.387491717333346605e+04 3.038106539619202522e+03
2.325292867497464125e-03 7.893807392913848162e+04 2.884170106048281923e+03
2.366199838498778910e-03 7.429705906030163169e+04 2.737604609462317512e+03
2.407826452302896589e-03 6.993293714135885239e+04 2.597980031711289485e+03
2.450185368995639289e-03 6.582781273045390844e+04 2.464872614375119156e+03
2.493289471381340307e-03 6.196482720219716430e+04 2.337869879111169212e+03
