q_A^-1,intensity,sigma,intensity_fit
3.197097650170950545e-02,5.771764755249023438e+00,1.072619548261404820e-01,5.773659982264238266e+00
3.253818004359197713e-02,5.437393188476562500e+00,1.041402147403771988e-01,5.380634378064522494e+00
3.311544645790212571e-02,5.122167587280273438e+00,1.013933386907610174e-01,4.805527564864931378e+00
3.370295427208910150e-02,4.825109481811523438e+00,9.884047600687495549e-02,4.993234723578643397e+00
3.430088518089351862e-02,4.545257568359375000e+00,9.657605714903215455e-02,4.743570374912477128e+00
3.490942410253914524e-02,4.281742095947265625e+00,9.447958298787362263e-02,4.288503309106383554e+00
3.552875923592109519e-02,4.033723831176757812e+00,9.264485332524548256e-02,4.011703261111543739e+00
3.615908211880919376e-02,3.800395965576171875e+00,9.094099005330325003e-02,3.537010873782255871e+00
3.680058768708330957e-02,3.581041336059570312e+00,8.937547803630899179e-02,3.701932122916994139e+00
3.745347433502023426e-02,3.374933242797851562e+00,8.804240366863003153e-02,3.530053620069834253e+00
3.811794397664951262e-02,3.181373596191406250e+00,8.668883211395370103e-02,3.201461589111540551e+00
3.879420210819820025e-02,2.999742507934570312e+00,8.553706422053980463e-02,2.991167885344695243e+00
3.948245787164349901e-02,2.829391479492187500e+00,8.441477650380589670e-02,2.618618972918073773e+00
4.018292411939242137e-02,2.669738769531250000e+00,8.332316018633414978e-02,2.746483020712793266e+00
4.089581748010965440e-02,2.520160675048828125e+00,8.242557752347340339e-02,2.641464968138833136e+00
4.162135842571251798e-02,2.380117416381835938e+00,8.163501775002486582e-02,2.412565211273086874e+00
