sample_key,sample_name,condition_code,side_pressure_mpa,axial_pressure_mpa,thickness_um,thickness_mm,n_points,neg_count,poisson_valid_count,q_min,q_max,i_min,i_max,alpha,C,D,score,R_hs,eta,background,powerlaw_amp,porosity_pct,partial_porosity_pct,pore_vol_mm3,partial_pore_vol_mm3,porosity_ratio_vs_global_0_0.1,pore_vol_ratio_vs_global_0_0.1,porosity_ratio_vs_side_group_baseline,pore_vol_ratio_vs_side_group_baseline,output_dir,source_file
0_1,TH6-1.0,01,0.0,1.0,769.1,0.7691,450,10,440,0.0002628799999999999,0.7062048,-0.4698804020881653,2202701.9510608283,1e-06,325.0894860857504,650.1789721715008,-2451.0290262955928,4152.85010305038,0.08421052631578947,0.03350564049778184,1.8570269601293608e-14,11.560130633498183,9.048628885119536,0.8890896470223452,0.6959300475545435,nan,nan,1.0,1.0,D:\OneDrive\0 paper\c Zhang Tao poroelasticity\Data\PSD_parallel_20260306_160522b\job_02_0_1\01_0_1_TH6-1.0,D:\OneDrive\0 paper\c Zhang Tao poroelasticity\Data\0_1拼接后_IQ_Normed_OnlyCell_TH6-1.0_6_10.5A_12.75m_处理后.dat
